source_year,rank,list_title,book_url,source
2019,5,"The Unhoneymooners (Unhoneymooners, #1)",https://www.goodreads.com/book/show/42201431-the-unhoneymooners,Goodreads Popular by Year
2019,6,Regretting You,https://www.goodreads.com/book/show/44582454-regretting-you,Goodreads Popular by Year
2019,7,"The Wicked King (The Folk of the Air, #2)",https://www.goodreads.com/book/show/26032887-the-wicked-king,Goodreads Popular by Year
2019,8,Anxious People,https://www.goodreads.com/book/show/49127718-anxious-people,Goodreads Popular by Year
2019,9,"The Queen of Nothing (The Folk of the Air, #3)",https://www.goodreads.com/book/show/26032912-the-queen-of-nothing,Goodreads Popular by Year
2019,10,The Last Letter,https://www.goodreads.com/book/show/40045986-the-last-letter,Goodreads Popular by Year
2020,1,"The Midnight Library (The Midnight World, #1)",https://www.goodreads.com/book/show/52578297-the-midnight-library,Goodreads Popular by Year
2020,2,The Invisible Life of Addie LaRue,https://www.goodreads.com/book/show/50623864-the-invisible-life-of-addie-larue,Goodreads Popular by Year
2020,3,Beach Read,https://www.goodreads.com/book/show/52867387-beach-read,Goodreads Popular by Year
2020,4,The Guest List,https://www.goodreads.com/book/show/52656911-the-guest-list,Goodreads Popular by Year
2020,5,"House of Earth and Blood (Crescent City, #1)",https://www.goodreads.com/book/show/44778083-house-of-earth-and-blood,Goodreads Popular by Year
2020,6,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",https://www.goodreads.com/book/show/45047384-the-house-in-the-cerulean-sea,Goodreads Popular by Year
2020,7,"The Inheritance Games (The Inheritance Games, #1)",https://www.goodreads.com/book/show/52439531-the-inheritance-games,Goodreads Popular by Year
2020,8,"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",https://www.goodreads.com/book/show/51901147-the-ballad-of-songbirds-and-snakes,Goodreads Popular by Year
2020,9,"From Blood and Ash (Blood and Ash, #1)",https://www.goodreads.com/book/show/52831200-from-blood-and-ash,Goodreads Popular by Year
2020,10,The Perfect Marriage,https://www.goodreads.com/book/show/223688351-the-perfect-marriage,Goodreads Popular by Year
2021,1,People We Meet on Vacation,https://www.goodreads.com/book/show/55076069-people-we-meet-on-vacation,Goodreads Popular by Year
2021,2,"A ​Court of Silver Flames (A Court of Thorns and Roses, #5)",https://www.goodreads.com/book/show/53138095-a-court-of-silver-flames,Goodreads Popular by Year
2021,3,The Love Hypothesis,https://www.goodreads.com/book/show/56732449-the-love-hypothesis,Goodreads Popular by Year
2021,4,Project Hail Mary,https://www.goodreads.com/book/show/54493401-project-hail-mary,Goodreads Popular by Year
2021,5,"Twisted Love (Twisted, #1)",https://www.goodreads.com/book/show/62057697-twisted-love,Goodreads Popular by Year
2021,6,Malibu Rising,https://www.goodreads.com/book/show/55404546-malibu-rising,Goodreads Popular by Year
2021,7,"The Last Thing He Told Me (Hannah Hall, #1)",https://www.goodreads.com/book/show/54981009-the-last-thing-he-told-me,Goodreads Popular by Year
2021,8,The Four Winds,https://www.goodreads.com/book/show/53138081-the-four-winds,Goodreads Popular by Year
2021,9,"Once Upon a Broken Heart (Once Upon a Broken Heart, #1)",https://www.goodreads.com/book/show/55987278-once-upon-a-broken-heart,Goodreads Popular by Year
2021,10,"Twisted Games (Twisted, #2)",https://www.goodreads.com/book/show/62056013-twisted-games,Goodreads Popular by Year
2022,1,"The Housemaid (The Housemaid, #1)",https://www.goodreads.com/book/show/60556912-the-housemaid,Goodreads Popular by Year
2022,2,"It Starts with Us (It Ends with Us, #2)",https://www.goodreads.com/book/show/60393672-it-starts-with-us,Goodreads Popular by Year
2022,3,Lessons in Chemistry,https://www.goodreads.com/book/show/242528917-lessons-in-chemistry,Goodreads Popular by Year
2022,4,Reminders of Him,https://www.goodreads.com/book/show/58341222-reminders-of-him,Goodreads Popular by Year
2022,5,Book Lovers,https://www.goodreads.com/book/show/58690308-book-lovers,Goodreads Popular by Year
2022,6,"Tomorrow, and Tomorrow, and Tomorrow",https://www.goodreads.com/book/show/58784475-tomorrow-and-tomorrow-and-tomorrow,Goodreads Popular by Year
2022,7,I'm Glad My Mom Died,https://www.goodreads.com/book/show/59366244-i-m-glad-my-mom-died,Goodreads Popular by Year
2022,8,Remarkably Bright Creatures,https://www.goodreads.com/book/show/58733693-remarkably-bright-creatures,Goodreads Popular by Year
2022,9,Never Lie,https://www.goodreads.com/book/show/62080187-never-lie,Goodreads Popular by Year
2022,10,"Things We Never Got Over (Knockemout, #1)",https://www.goodreads.com/book/show/60060431-things-we-never-got-over,Goodreads Popular by Year
2023,1,"Fourth Wing (The Empyrean, #1)",https://www.goodreads.com/book/show/61431922-fourth-wing,Goodreads Popular by Year
2023,2,"Iron Flame (The Empyrean, #2)",https://www.goodreads.com/book/show/90202302-iron-flame,Goodreads Popular by Year
2023,3,"The Housemaid's Secret (The Housemaid, #2)",https://www.goodreads.com/book/show/62848145-the-housemaid-s-secret,Goodreads Popular by Year
2023,4,Happy Place,https://www.goodreads.com/book/show/61718053-happy-place,Goodreads Popular by Year
2023,5,"Powerless (The Powerless Trilogy, #1)",https://www.goodreads.com/book/show/75513900-powerless,Goodreads Popular by Year
2023,6,Yellowface,https://www.goodreads.com/book/show/62047984-yellowface,Goodreads Popular by Year
2023,7,None of This Is True,https://www.goodreads.com/book/show/62334530-none-of-this-is-true,Goodreads Popular by Year
2023,8,"Divine Rivals (Letters of Enchantment, #1)",https://www.goodreads.com/book/show/60784546-divine-rivals,Goodreads Popular by Year
2023,9,"Yours Truly (Part of Your World, #2)",https://www.goodreads.com/book/show/61918816-yours-truly,Goodreads Popular by Year
2023,10,The Seven Year Slip,https://www.goodreads.com/book/show/62926938-the-seven-year-slip,Goodreads Popular by Year
2024,1,The Women,https://www.goodreads.com/book/show/127305853-the-women,Goodreads Popular by Year
2024,2,Funny Story,https://www.goodreads.com/book/show/194802722-funny-story,Goodreads Popular by Year
2024,3,The Wedding People,https://www.goodreads.com/book/show/198902277-the-wedding-people,Goodreads Popular by Year
2024,4,ISBN 9781250899576,https://www.goodreads.com/book/show/222348800-the-wedding-people,Goodreads Popular by Year
2024,5,The God of the Woods,https://www.goodreads.com/book/show/199698485-the-god-of-the-woods,Goodreads Popular by Year
2024,6,"Just for the Summer (Part of Your World, #3)",https://www.goodreads.com/book/show/195820807-just-for-the-summer,Goodreads Popular by Year
2024,7,"The Housemaid is Watching (The Housemaid, #3)",https://www.goodreads.com/book/show/199235727-the-housemaid-is-watching,Goodreads Popular by Year
2024,8,"Quicksilver (Fae & Alchemy, #1)",https://www.goodreads.com/book/show/217536270-quicksilver,Goodreads Popular by Year
2024,9,The Teacher,https://www.goodreads.com/book/show/195967140-the-teacher,Goodreads Popular by Year
2024,10,The Boyfriend,https://www.goodreads.com/book/show/208503280-the-boyfriend,Goodreads Popular by Year
