source_year,rank,list_title,title,author,average_rating,ratings_count,reviews_count,description,genres,pages,published_date,language,publisher,isbn,edition_count,book_url,image_url,source
1965,,,The Magus,"John Fowles, Fowles J",3.75,12.0,,,"British, English Psychological fiction, Fiction, Greece, Islands, Travel, Fiction, psychological, Teachers, fiction, Greece, fiction, Fiction, general",,1965,"eng, pol, rus, spa","Ayrnt Yaynlar, Triad Granada, Penguin Random House, World Books, Jonathan Cape",9780316230230,61,https://openlibrary.org/works/OL15028W,https://covers.openlibrary.org/b/id/5424278-M.jpg,Open Library API
1965,,,The moon is a harsh mistress,Robert A. Heinlein,4.0119047,84.0,,,"Fiction, science fiction, general, Stone, hazel (fictitious character), fiction, American Science fiction, Fiction, Hugo Award Winner, Imaginary wars and battles, award:hugo_award=1967, award:hugo_award=novel, Penal colonies, Revolutions",,1965,"jpn, fre, eng, spa, ger, heb","Dobson Books, La Factoría de Ideas, Berkley Medallion, Putnam, ʻAm ʻoved",9788470021787,53,https://openlibrary.org/works/OL59704W,https://covers.openlibrary.org/b/id/14631258-M.jpg,Open Library API
1965,,,In Cold Blood,Truman Capote,4.042105,95.0,,,"True, Crime, Murder, Mystery, Cas, Études de, Meurtre, Análisis de casos, Asesinato, Case studies, Murder -- Kansas -- Case studies.",,1965,"heb, jpn, ita, spa, ger, eng, rus, fre, chi","Editorial Noguer, Random House , NY, H. Hamilton, The New American Library, Signet Books",0451099583,117,https://openlibrary.org/works/OL1992198W,https://covers.openlibrary.org/b/id/228066-M.jpg,Open Library API
1965,,,The Cyberiad,Stanisław Lem,3.6818182,22.0,,,"Poland in fiction, Fiction, Polish Science fiction, Polish fiction, Polish Short stories, Continental european fiction (fictional works by one author), Fiction, science fiction, general, Translations into English, Robots, Inventors",,1965,"spa, pol, ger, eng, fre","Secker and Warburg, Avon Books, Futura Publications Limited, Penguin Classics, Wydaw. Literackie",9788375524154,42,https://openlibrary.org/works/OL2683553W,https://covers.openlibrary.org/b/id/116079-M.jpg,Open Library API
1965,,,The three stigmata of Palmer Eldritch,Philip K. Dick,3.6153846,26.0,,,"Drugs, Fiction, Fiction in English, Immortalism, Science Fiction, Space colonies, Twenty-first century, Fiction, science fiction, general, Large type books, Hallucinogenic drugs",,1965,"ger, eng, spa, por, fre","Macfadden-Bartell Corp., Manor Books, Minotauro, Mariner Books, Blackstone Audiobooks",9788576570929,44,https://openlibrary.org/works/OL2172402W,https://covers.openlibrary.org/b/id/4910773-M.jpg,Open Library API
1965,,,The Black Cauldron,Lloyd Alexander,4.130435,23.0,,,"Courage, Fantasy, Good and evil, Heroes, Juvenile fiction, Prydain (Imaginary place), Magic, Quests (Expeditions), Fiction, Pigs",,1965,"tur, fre, heb, eng, spa, ger, und","Random House, Purnell, Tandem Library, Mouse Works, Holt, Rinehart & winston",9780361069359,60,https://openlibrary.org/works/OL1966566W,https://covers.openlibrary.org/b/id/580387-M.jpg,Open Library API
1966,,,Мастер и Маргарита,Михаил Афанасьевич Булгаков,4.1368423,95.0,,,"satire, humor, Politicians, Good and evil, Alienation, atheism, magicians, bands, political fiction, allegories",,1966,"rum, spa, geo, eng, ita, cze, por, lit, fre, pol, tur, chi, rus, ger","Harper & Row, The Folio Society., JiaHu Books, Alma Classics, Dhv der Hörverlag",9785170661022,234,https://openlibrary.org/works/OL676009W,https://covers.openlibrary.org/b/id/12947486-M.jpg,Open Library API
1966,,,Wide Sargasso Sea,Jean Rhys,3.9375,16.0,,,"stream of consciousness, Creoles, postcolonial literature, race, colonialism, feminist, canonical, Fiction in English, Fiction, open_syllabus_project",,1966,"eng, spa, ger, fre","W W Norton & Co Ltd, Hodder and Stoughton, Editorial Anagrama, Bruguera, Penguin Classics",0393352560,48,https://openlibrary.org/works/OL1858668W,https://covers.openlibrary.org/b/id/9269373-M.jpg,Open Library API
1966,,,The Magic Finger,Roald Dahl,4.0333333,30.0,,,"Fiction, Magic, Hunting, Ficción juvenil, Caza, Magia, Children's literature, Children's stories, Young Adult Fiction, Juvenile fiction",,1966,"chi, eng, wel, pol, spa, fre, cat, dut","Alfaguara Ediciones, S.A. (Spain), Penguin Books, Limited, Gallimard-Jeunesse, Allen & Unwin, Harper & Row",1606864483,75,https://openlibrary.org/works/OL45876W,https://covers.openlibrary.org/b/id/9158800-M.jpg,Open Library API
1966,,,Flowers for Algernon,Daniel Keyes,4.285714,98.0,,,"institutionalization, dementia, phenylketonuria, award:nebula_award=novel, Brain, Surgery, People with mental disabilities, Gifted persons, Fiction, American Science fiction",,1966,"spa, eng, ita, und, por, rus, pol, jpn, fre","Harcourt, Brace & Co., Cassell, Harvest / Harcourt Inc., Creative Education, L´ALTRA",9780745131924,79,https://openlibrary.org/works/OL515754W,https://covers.openlibrary.org/b/id/12947700-M.jpg,Open Library API
1966,,,Rocannon's World,Ursula K. Le Guin,3.642857,14.0,,,"Fiction in English, Fiction, science fiction, general, Science fiction",,1966,"ger, eng, por, ita","Le Livre de Poche, Minotauro, Orion Publishing Group, Limited, Blackstone Audio, Inc., Bromera",9788476603819,26,https://openlibrary.org/works/OL59850W,https://covers.openlibrary.org/b/id/1926090-M.jpg,Open Library API
1966,,,The Chosen,"Chaim Potok, Jonathan Davis",4.0,9.0,,,"Jewish families, Fiction, Jews, Fathers and sons, Friendship, Hasidism, Male friendship, Teenage boys, Large type books, Fiction, religious",,1966,eng,"Fawcett, Ballantine Books, Simon and Schuster, Fawcett Columbine, Fawcett Publication, Inc.",0449209628,68,https://openlibrary.org/works/OL1812090W,https://covers.openlibrary.org/b/id/257337-M.jpg,Open Library API
1966,,,"Bartleby, the Scrivener",Herman Melville,4.0333333,30.0,,,"open_syllabus_project, Fiction, Young men, Copyists, classic literature, Psychology, Securities industry, Fiction, history and criticism, American fiction (fictional works by one author), Presidents, united states, messages",,1966,"ita, spa, fre, eng, ger, por","Dercum Audio, Gargola, Editions Mille de Mille et Une Nuit, Bartleby Press, IndyPublish",9781425032586,66,https://openlibrary.org/works/OL102732W,https://covers.openlibrary.org/b/id/10521439-M.jpg,Open Library API
1966,,,Terrace In The Sun,Anne Weale,3.7727273,22.0,,,"Fiction in English, romance, Large type books, Romance, fiction",,1966,eng,"Atlantic large print, Lythway Press, Mills & Boon, Harlequin, Curley",0373010672,8,https://openlibrary.org/works/OL3754835W,https://covers.openlibrary.org/b/id/8205884-M.jpg,Open Library API
1966,,,A Man of the People,Chinua Achebe,3.642857,14.0,,,"Politicians, Fiction, Fiction (fictional works by one author), Nigeria, fiction, Politicians, fiction, Politique et gouvernement, Romans, Satire, Nigerian (English), Politics and government",,1966,"urd, spa, eng, swa","HarperCollins Publishers, Heinemann EducationalBooks, Penguin Books Ltd, Doubleday, DEBOLSILLO",8499085865,40,https://openlibrary.org/works/OL891787W,https://covers.openlibrary.org/b/id/6535892-M.jpg,Open Library API
1966,,,World of Ptavvs,Larry Niven,3.7272727,11.0,,,"Science Fiction in English, Fiction in English, Fiction, science fiction, general, Science Fiction, scifi",,1966,"eng, ger","Audible Studios on Brilliance, Science Fiction Book Club, Opta, Ballantine Books, MADONALD.",0345245911,23,https://openlibrary.org/works/OL510447W,https://covers.openlibrary.org/b/id/6675716-M.jpg,Open Library API
1967,,,The Outsiders,"S. E. Hinton, Jim Fyfe, Jodi Picoult",4.36,125.0,,,"juvenile works, violence, fiction classics, Fiction, Gangs, Family life, Family, Juvenile fiction, Brothers, Young adult fiction",,1967,"rus, dan, fre, eng, spa, ger, heb","Turtleback, Deutscher Taschenbuch Verlag GmbH & Co., Viking Juvenile, Penguin Books, Limited, Collins Tracks",0141191058,77,https://openlibrary.org/works/OL2718328W,https://covers.openlibrary.org/b/id/7263662-M.jpg,Open Library API
1967,,,The Twits,Roald Dahl,3.9464285,56.0,,,"humorous stories, animals, Open Library Staff Picks, animal welfare, practical jokes, fiction, children's stories, juvenile fiction, revenge, tricksters",,1967,"wel, kor, spa, eng, sco, pol, chi, fre, ger","Gallimard Jeunesse, Penguin Group Books, HarperFestival, Aguilar, Gallimard",9780060584443,101,https://openlibrary.org/works/OL45884W,https://covers.openlibrary.org/b/id/14838233-M.jpg,Open Library API
1967,,,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,"E. L. Konigsburg, Jill Clayburgh",4.1666665,30.0,,,"Juvenile fiction, Large type books, Fiction, Runaways, Self-reliance, Brothers and sisters, History, Museums, Metropolitan Museum of Art (New York, N.Y.), Children: Grades 2-3",,1967,"chi, eng, ara, jpn","Dell Publishing, Puffin Books, Atheneum, Bound to Stay Bound Books, Palabra",0689703082,59,https://openlibrary.org/works/OL2987238W,https://covers.openlibrary.org/b/id/541206-M.jpg,Open Library API
1967,,,"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle",4.086207,58.0,,,"Fiction, Children's Books/Baby-Preschool, Animals, Color, Juvenile fiction, Stories in rhyme, Colors, Ficción juvenil, Vietnamese language materials, Spanish language materials",,1967,"ger, eng, jpn, yor, som, vie, spa, und, rus, pan, guj, chi, ara, fre, sna","Kaiseisha, Shang yi wen hua shi ye gu fen you xian gong si, Picture Lions, Tomorrow Publishing House, Holt & Company, Henry",0039216241,82,https://openlibrary.org/works/OL59133W,https://covers.openlibrary.org/b/id/12624136-M.jpg,Open Library API
1967,,,Lord of Light,Roger Zelazny,3.6774194,31.0,,,"Fiction, Hindu Gods, Hugo Award Winner, Space colonies, award:hugo_award=1968, award:hugo_award=novel, Philosophy, Literature, Fiction, science fiction, general, American Science fiction",,1967,"fre, spa, ger, eng","Ein Heyne Buch, Doubleday & Co., Methuen, Gregg Press, Faber",9780739416884,27,https://openlibrary.org/works/OL13992W,https://covers.openlibrary.org/b/id/29946-M.jpg,Open Library API
1967,,,Cien años de soledad,Gabriel García Márquez,4.0833335,84.0,,,"Spanish language books, Fiction, Social conditions, Macondo (Imaginary place), novel, magic realism, Latinamerican literature, Condiciones sociales, Novela, Literatura épica",,1967,"gre, ger, guj, eng, kor, jpn, pol, tur, spa, rus, und, ita, por, chi, ara, fre","Sagebrush Education Resources, Editorial Sud-Americana, Random House Mondadori, Plaza & Janes Editories Sa, Barnes and Noble",9580431035,207,https://openlibrary.org/works/OL274505W,https://covers.openlibrary.org/b/id/12627383-M.jpg,Open Library API
1967,,,Niezwyciężony,Stanisław Lem,3.857143,14.0,,,"Polish Science fiction, Slavic philology, Fiction, Continental european fiction (fictional works by one author), Fiction, science fiction, general, Fiction, general",,1967,"fre, pol, eng, spa, ger","Iskry, Laffont, Seabury Press, Minotauro, MIT Press",0262538474,22,https://openlibrary.org/works/OL109498W,https://covers.openlibrary.org/b/id/7394465-M.jpg,Open Library API
1967,,,First Term at Malory Towers,Enid Blyton,3.857143,7.0,,,"Schools, fiction, Students, fiction, Children's fiction, Juvenile fiction, Boarding schools, Boarding schools, fiction, Malory Towers (Imaginary place), Girls, Fiction, Friendship, fiction",,1967,"eng, ger","Dragon Books, Hamlyn young books, Egmont Childrens Books, Dragon, Granada Publishing Ltd",1444929879,28,https://openlibrary.org/works/OL1948395W,https://covers.openlibrary.org/b/id/14596326-M.jpg,Open Library API
1967,,,Conan,Robert E. Howard,4.5454545,11.0,,,"English Short stories, Shortstories, English, Fantasy fiction, American, Fiction, Conan (Fictitious character), American Fantasy fiction, English Shortstories, Conan (fictitious character), fiction, Fiction, fantasy, general, Cimmeria (imaginary place), fiction",,1967,"ger, eng, por, fre","Ace, Planeta Cómic, Penguin Putnam~mass, Brand: Ace, Sphere Books Ltd",9780441116713,20,https://openlibrary.org/works/OL3384310W,https://covers.openlibrary.org/b/id/6614295-M.jpg,Open Library API
1967,,,The French Lieutenant's Woman,John Fowles,4.285714,7.0,,,"Fiction, Triangles (Interpersonal relations), Man-woman relationships, Women, Sexuality, History, Fiction, romance, historical, England, fiction, Man-woman relationships, fiction, Fiction, romance, historical, general",,1967,"ger, eng, kor, und, ita, rus","Little Brown, The Audio Partners, Guild Publishing, New American Library, Signet Books",0099497077,79,https://openlibrary.org/works/OL15010W,https://covers.openlibrary.org/b/id/188822-M.jpg,Open Library API
1968,,,A Wizard of Earthsea,Ursula K. Le Guin,3.9491525,118.0,,,"Fiction, Magic, Magic in fiction, Fantasy, Wizards, Wizards in fiction, Bk. 1., Earthsea (Le Guin, Ursula K.), Juvenile fiction, Children's fiction",,1968,"heb, vie, spa, pol, und, ger, eng, rus, swe, glg, fre, chi","RAYO VERDE EDITORIAL, S.L., Zemorah, Bitan, Livre de Poche, Metis Yayincilik, Carlsen",9780812421453,86,https://openlibrary.org/works/OL59798W,https://covers.openlibrary.org/b/id/13617691-M.jpg,Open Library API
1968,,,2001,Arthur C. Clarke,4.195122,123.0,,,"Human-computer interaction, Computers, Fiction, Science fiction, Twenty-first century, Space vehicles, Long Now Manual for Civilization, English Science fiction, Fiction, science fiction, hard science fiction, Saturn",,1968,"eng, rus, fre, spa, por, cat, ger, ita, dut","SIGNET BOOKS, CD Unabridged Library Edition, Pearson Education, Limited, J'AI LU, Cahiers du cinéma",9788835720010,117,https://openlibrary.org/works/OL17365W,https://covers.openlibrary.org/b/id/11344400-M.jpg,Open Library API
1968,,,The Last Unicorn,Peter S. Beagle,4.296296,27.0,,,"Unicorns, Fiction, Legends and stories, Juvenile literature, American Fantasy fiction, Large type books, Fiction, fantasy, general, Fantasy fiction, Fiction, general, Fiction, science fiction, general",,1968,"fre, eng, spa","Dark Horse Comics, Gregg Press, Denoël, IDW Publishing, Bodley Head",9780345254849,37,https://openlibrary.org/works/OL26459W,https://covers.openlibrary.org/b/id/294651-M.jpg,Open Library API
1968,,,Slaughterhouse-Five,Kurt Vonnegut,4.1647058,255.0,,,"American science fiction, bombing of Dresden, Open Library staff picks, military fiction, war stories, World War II, World War, 1939-1945, literature and the war, war, free will and determinism",,1968,"ukr, nob, ger, heb, rum, eng, spa, swe, ita, por, rus, fre, bel","Laurel, Delta, Penguin Random House, Archaia, Harperaudio",9781559949255,131,https://openlibrary.org/works/OL98459W,https://covers.openlibrary.org/b/id/12727001-M.jpg,Open Library API
1968,,,Dragonflight,Anne McCaffrey,3.8666666,45.0,,,"Pern (Imaginary place), Science Fiction, Fantasy fiction, Juvenile fiction, Fiction in English, Fiction, Fantasy, Life on other planets, Space colonies, Dragons",,1968,"eng, fre, fin, spa, heb, tur, ger, ita","Brilliance Audio on MP3-CD Lib Ed, Del Rey, Del Ray, Acervo, Sifriyat Maʻariv",9781491510971,78,https://openlibrary.org/works/OL73387W,https://covers.openlibrary.org/b/id/10306696-M.jpg,Open Library API
1968,,,At the Mountains of Madness,"H.P. Lovecraft, Enrique Breccia",3.7906976,43.0,,,"Fiction, Fossils, Scientific expeditions, Stone carving, Collection and preservation, Supernatural, Supernatural in literature, American Horror tales, Children's fiction, Horror stories",,1968,"eng, spa","Voyager, Sounds Terrifying, Open Road Media Sci-Fi & Fantasy, Del Rey, Ballantine Books",8420636401,19,https://openlibrary.org/works/OL152268W,https://covers.openlibrary.org/b/id/6610039-M.jpg,Open Library API
1968,,,Caps for Sale,Esphyr Slobodkina,4.0,18.0,,,"Peddlers and peddling, Juvenile fiction, Monkeys, Blind, Books and reading, Peddlers, Hats, Children: Kindergarten, folk tales, picture books",,1968,eng,"Live Oak Media, Littlehampton Book Services Ltd, Weston Woods, HarperTrophy, Scholastic Audio Cassette",1591126975,18,https://openlibrary.org/works/OL278245W,https://covers.openlibrary.org/b/id/50821-M.jpg,Open Library API
1968,,,Do Androids Dream of Electric Sheep?,Philip K. Dick,4.0503144,159.0,,,"Androids, Fiction, Rick Deckard (Fictitious character), Science Fiction, Twenty-first century, open_syllabus_project, Bounty hunters, Fiction, science fiction, general, Large type books, Movie-TV Tie-In",,1968,"chi, hrv, eng, jpn, rus, fre, spa, heb, por, tur, ger, ita","Hayakawa Books, pocket eldhasa, Booket, HarperCollins, J'AI LU",2874270970,90,https://openlibrary.org/works/OL2172356W,https://covers.openlibrary.org/b/id/207515-M.jpg,Open Library API
1968,,,In Watermelon Sugar,"Richard Brautigan, Richard Brautigan, richard brautigan",4.285714,7.0,,,"Fiction, general, Children's fiction",,1968,eng,"Penguin Random House, Dell Pub. Co., dell publishing co, inc., Four Seasons, Laurel Leaf Library",9780099437598,17,https://openlibrary.org/works/OL29654W,https://covers.openlibrary.org/b/id/74366-M.jpg,Open Library API
1968,,,Corduroy,Don Freeman,4.0,27.0,,,"Chinese language materials, Corduroy (Fictitions character), Day, Department stores, Fiction, Juvenile fiction, Picture books, Teddy bears, Toys, Percussion instruments",,1968,"eng, chi, heb, spa","Jing Lian He Chu Ban Gong Si, Perfection Form Co, Viking Books for Young Readers, Perfection Learning, Puffin",9780590600903,57,https://openlibrary.org/works/OL4114525W,https://covers.openlibrary.org/b/id/1333207-M.jpg,Open Library API
1969,,,Ubik,Philip K. Dick,3.9452055,73.0,,,"Fiction, Death, Businessmen, Explosions, Science Fiction, Fiction, science fiction, general, Iowa, fiction, Fiction, humorous, FICTION / Science Fiction / General, FICTION / Literary",,1969,"cmn, pol, fre, eng, gre, spa, ger, por, ita","Knopf Doubleday Publishing Group, Ulverscroft Ltd, Phoenix, Suhrkamp, Brilliance Audio",9783518369401,68,https://openlibrary.org/works/OL2172454W,https://covers.openlibrary.org/b/id/5018327-M.jpg,Open Library API
1969,,,The Godfather,Mario Puzo,4.2444444,45.0,,,"Detective and mystery stories, Organized crime, Criminals, Italian Americans, Mafia, Fiction, Criminals in fiction, Drama, Italian Americans in fiction, Mafia in fiction",,1969,"chi, eng, jpn, rus, fre, ger, spa, pol, enm, ita, dut, vie","Koch, Neff & Oetinger & Co, Corbaccio, Penguin Random House, New Amer Library Trade, Arrow Books Ltd",0099499665,109,https://openlibrary.org/works/OL1673205W,https://covers.openlibrary.org/b/id/6507069-M.jpg,Open Library API
1969,,,Nightfall,Isaac Asimov,4.185185,27.0,,,"American Science fiction, American Fantasy fiction, Fiction, science fiction, general, Science fiction",,1969,"rus, fre, por, spa, eng","Plaza & Janes, Fawcett Pub., Random House Publish, Doubleday, New York, TERRE DE BRUME",9782843623103,27,https://openlibrary.org/works/OL46374W,https://covers.openlibrary.org/b/id/9302081-M.jpg,Open Library API
1969,,,Dune Messiah,Frank Herbert,3.9481483,135.0,,,"American Science fiction, Dune (Imaginary place), Fiction, Imaginary places, Science Fiction, Translations into Russian, Novela, Dune (Lugar imaginario), Lectures et morceaux choisis, Anglais (langue)",,1969,"ger, eng, tur, pol, spa, und, por, dut, rus, fre","CORONET (HODD), Editora Aleph, Heyne Verlag, Acervo, New English Library",9780425053140,70,https://openlibrary.org/works/OL893526W,https://covers.openlibrary.org/b/id/2421405-M.jpg,Open Library API
1969,,,Americanah,Chimamanda Ngozi Adichie,3.8222222,45.0,,,"Nigerians, Immigrants, Refugees, African-Americans, literary fiction, African-American fiction, cultural heritage, Fiction, blogging, romance",,1969,"spa, eng, dut, fre, hrv, tur, jpn, rus","fanbooks, Thorndike Press, Munshiram Manoharlal Publishers Pvt. Ltd., Can Yayınları, Gallimard",9781410486134,56,https://openlibrary.org/works/OL16805415W,https://covers.openlibrary.org/b/id/8474037-M.jpg,Open Library API
1969,,,Hallowe'en Party,Agatha Christie,3.4666667,15.0,,,"Fiction, Mystery, Murder, Murder Mystery, Private investigators, Private investigators in fiction, Hercule Poirot (Fictitious character), Senior detectives, Drowning victims, Murder investigations",,1969,"ger, eng, pol, vie, spa, ita, dut, chi, fre","Harpercollins, Dodd, Mead & Company, Center Point Publishing, Fontana/Collins, Columna CAT",0063352133,100,https://openlibrary.org/works/OL471832W,https://covers.openlibrary.org/b/id/11160095-M.jpg,Open Library API
1969,,,The Very Hungry Caterpillar,Eric Carle,4.009804,102.0,,,"Children's fiction, Caterpillars, fiction, Toy and movable books, Fiction, Caterpillars, German language materials, Italian language materials, Specimens, Translations into Chinese, Chinese language edition",,1969,"ger, heb, eng, jpn, tha, vie, som, spa, per, wel, chi, ita, kir, guj, dut, rus, ara, fre","A. Mondadori, HarperCollins Publishers, Penguin Random House, Brand: Philomel, Deutscher Taschenb",849662952X,178,https://openlibrary.org/works/OL52987W,https://covers.openlibrary.org/b/id/7835968-M.jpg,Open Library API
1969,,,Portnoy's Complaint,Philip Roth,3.7058823,17.0,,,"Coming of age, Mothers and sons, Czech fiction, Young men in fiction, Jewish men in fiction, Fiction, Jewish men, Sex addicts, Young men, Mothers and sons in fiction",,1969,"ita, spa, fre, cat, rus, eng, ger, heb, und, cze, por","Random house, Bantam Books, Guild, Transworld Publishers, Suma de Letras",9788535922264,79,https://openlibrary.org/works/OL74676W,https://covers.openlibrary.org/b/id/6458427-M.jpg,Open Library API
1969,,,Delta of Venus,"Anaïs Nin, N Clarke",3.875,8.0,,,"American Erotic stories, Fiction, erotica, general, Fiction, short stories (single author), Translations into Russian, Erotic stories, American, Histoires érotiques américaines, Fiction, Fiction, erotica, American Short stories, Sexuality",,1969,"eng, rus, fre, heb, spa, ger","Harcour, Ebury Publishing, ANAIS NIN, Le livre de poche, Droemer Knaur",0140184708,60,https://openlibrary.org/works/OL278323W,https://covers.openlibrary.org/b/id/5731296-M.jpg,Open Library API
1969,,,The Ship Who Sang,Anne McCaffrey,4.2727275,11.0,,,"Fiction in English, Space ships, Cyborgs, Fiction, Fiction, fantasy, general",,1969,"heb, eng, ger","Walker, Deutscher Bücherbund, Turtleback Books Distributed by Demco Media, Corgi, Del Rey",0552119369,22,https://openlibrary.org/works/OL73367W,https://covers.openlibrary.org/b/id/207261-M.jpg,Open Library API
1970,,,"Are You There God? It's Me, Margaret.",Judy Blume,4.1842103,38.0,,,"Children's Middle Grade Books, young adult novels, puberty, menarche, Christians, Jews, prayer, sanitary napkins, menstruation, Seven Minutes in Heaven",,1970,"eng, dan, fre, spa","MACMILLAN CHILDREN'S BOOKS, Editorial Oceano de Mexico, atheneum, Kolektif Kitap, Richard Jackson Books/Athaneum Books for Young Readers",9781447223955,66,https://openlibrary.org/works/OL268217W,https://covers.openlibrary.org/b/id/12388102-M.jpg,Open Library API
1970,,,The Chronicles of Narnia,C. S. Lewis,4.1686745,83.0,,,"Fantasy fiction, Fiction, Juvenile works, Juvenile fiction, Juvenile audience, good and evil, children, fantasy, Action and adventure fiction, Princes",,1970,"eng, rus, pol, spa","Media Rodzina, Collier Books, Rayo, HarperCollins Children's Books, HarperCollins Publishers",0064405370,60,https://openlibrary.org/works/OL70988W,https://covers.openlibrary.org/b/id/9321656-M.jpg,Open Library API
1970,,,The Bluest Eye,Toni Morrison,4.193548,31.0,,,"foster care, Dick and Jane, flashback, White Anglo-Saxon Protestants, inferiority complex, whiteness, third-person narrative, Coming of age, African American fiction, Eye",,1970,"tur, heb, spa, fre, ger, eng, por","Companhia Das Letras, Sel Yayıncılık, Holt McDougal, RosettaBooks, Washington Square Press",1583425381,63,https://openlibrary.org/works/OL50565W,https://covers.openlibrary.org/b/id/15152696-M.jpg,Open Library API
1970,,,Runaway Ralph,Beverly Cleary,4.2987013,77.0,,,"watchdogs, motorcycling, camping, running away, summer camp, summer, Juvenile fiction, Mice, Fiction, Mice -- Fiction",,1970,"spa, und, eng","Avon Camelot, Listening Library, Puffin, Hamish Hamilton, HarperTrophy",0062040553,60,https://openlibrary.org/works/OL151956W,https://covers.openlibrary.org/b/id/15033545-M.jpg,Open Library API
1970,,,Savage surrender,Charlotte Lamb,3.875,16.0,,,"Fiction in English, Fiction, Romance, Contemporary, Love triangle, fiction",,1970,eng,"Mills & Boon, Harlequin Presents 401, Mills and Boon, Mills and boon",0263096599,4,https://openlibrary.org/works/OL11277308W,https://covers.openlibrary.org/b/id/6277480-M.jpg,Open Library API
1970,,,Works (Buried Talents / Dance of the Dead / Dress of White Silk / From Shadowed Places / I Am Legend / Mad House / Person to Person / Prey / The Funeral / The Near Departed / Witch War),Richard Matheson,4.173913,23.0,,,"Occult, American Horror tales, Vampires, Epidemics, Horror, Fiction, Science Fiction, Horror fiction, Horror tales, Short stories",,1970,"chi, eng","Tor Books, tor, Tom Doherty Associates, Tom Doherty Assoc Llc, Blackstone Audio Inc.",0765318741,9,https://openlibrary.org/works/OL64225W,https://covers.openlibrary.org/b/id/6462252-M.jpg,Open Library API
1970,,,Fantastic Mr Fox,Roald Dahl,3.982301,113.0,,,"Animals, Hunger, Open Library Staff Picks, Juvenile fiction, Children's stories, English, Foxes, Fiction, Zorros, Ficción juvenil, Tunnels",,1970,"ger, eng, pol, spa, wel, sco, chi, ita, baq, jpn, dan, fre","Santillana USA, Itchy Coo, Harper Collins, Gallimard, Alfaguara Infantil",9781855496743,139,https://openlibrary.org/works/OL45804W,https://covers.openlibrary.org/b/id/6498519-M.jpg,Open Library API
1970,,,The Trumpet of the Swan,E. B. White,4.5,22.0,,,"Cisnes, Ficción juvenil, Fiction, Juvenile fiction, Swans, Trumpeter swan, Children's stories, Stories, Children's fiction, Swans, fiction",,1970,"chi, spa, fre, eng","HarperCollins Children's Books, Penguin Books, Limited, Bolinda audio, Tandem Library, HarperCollins Publishers",9781486286188,43,https://openlibrary.org/works/OL483387W,https://covers.openlibrary.org/b/id/50627-M.jpg,Open Library API
1970,,,Sweet Revenge,Anne Mather,3.7058823,17.0,,,"Fiction, Romance, Contemporary",,1970,eng,"Harlequin Enterprises ULC, Harlequin Books, Mills & Boon",0263514366,3,https://openlibrary.org/works/OL3771180W,https://covers.openlibrary.org/b/id/7321461-M.jpg,Open Library API
1970,,,Nine Princes in Amber,Roger Zelazny,3.9444444,36.0,,,"Parallel Worlds, Amber (Imaginary place), Fiction, Fantasy, Reading Level-Grade 11, Reading Level-Grade 10, Reading Level-Grade 12, Large type books, Amber (imaginary place), fiction, Fiction, science fiction, general",,1970,"eng, fre, heb","Faber and Faber Ltd, Doubleday, DENOEL, Sphere, Sunset Productions",9780722194393,22,https://openlibrary.org/works/OL13977W,https://covers.openlibrary.org/b/id/535139-M.jpg,Open Library API
1971,,,The Exorcist,William Peter Blatty,4.130435,23.0,,,"Fiction, Horror, horror fiction, demonic possession, Gothic Revival, priests, demons, bishops, heart arrhythmia, Jesuits",,1971,"ger, eng, spa, ita, por, dut, fre","Obscura Editorial, SL, Harpercollins, Corgi Adult, Ekdose, J'ai lu",9782221087725,77,https://openlibrary.org/works/OL927199W,https://covers.openlibrary.org/b/id/12715730-M.jpg,Open Library API
1971,,,The Tombs of Atuan,Ursula K. Le Guin,3.9107144,56.0,,,"Magic, Novela fantástica estadounidense, Magic in fiction, Fiction, Fantasy, Wizards, American Fantasy fiction, Children's stories, Wizards in fiction, Magic -- Fiction",,1971,"pol, ger, und, chi, spa, swe, eng","Minotauro, Pocket, Atheneum, Orion Publishing Group, Limited, MINOTAURO",0575033258,67,https://openlibrary.org/works/OL59801W,https://covers.openlibrary.org/b/id/6633403-M.jpg,Open Library API
1971,,,The Lathe of Heaven,Ursula K. Le Guin,4.0408163,49.0,,,"Dreams, Fiction, Fiction in English, Science fiction, Dystopian fiction, Nature, Psychotherapist and patient, Social change, Effect of human beings on, Dreams -- Fiction",,1971,"fre, pol, chi, heb, por, spa, tur, eng, ita","Keter, Minotauro, Metis, Orion Publishing Group, Limited, MINOTAURO",9789722331562,40,https://openlibrary.org/works/OL59858W,https://covers.openlibrary.org/b/id/26458-M.jpg,Open Library API
1971,,,"That was then, this is now",S. E. Hinton,4.647059,17.0,,,"Fiction, Social problems, Friendship, Juvenile fiction, Drug abuse, Young adult fiction, Teenagers, Children's fiction, Drugs, fiction, Social problems, fiction",,1971,"eng, und","Gollancz, Puffin Books, Demco Media, Speak, an imprint of Penguin Putnam, Collins",9780844663715,18,https://openlibrary.org/works/OL2718327W,https://covers.openlibrary.org/b/id/14419013-M.jpg,Open Library API
